,User-ID,Location,Age,Password
11763,90793,united kingdom,30.0,
11764,139907,germany,38.0,
11765,177399,usa,,
11766,220297,usa,,
11767,223526,usa,,
11768,236017,usa,30.0,
11769,252819,usa,,
11770,275908,australia,44.0,
11771,277610,usa,,
11772,277619,usa,25.0,
11773,6168,usa,,
11774,63360,usa,29.0,
11775,65814,germany,32.0,
11776,69466,usa,19.0,
11777,84627,usa,37.0,
11778,110834,usa,33.0,
11779,114604,usa,,
11780,182838,usa,26.0,
11781,267568,usa,24.0,
11782,82808,australia,24.0,
11783,139287,usa,32.0,
11784,190350,usa,34.0,
11785,188118,usa,38.0,
11786,714,usa,,
11787,94207,usa,29.0,
11788,103171,usa,,
11789,116828,usa,23.0,
11790,245782,usa,35.0,
11791,267354,usa,40.0,
11792,48305,usa,,
11793,68860,canada,,
11794,83306,canada,69.0,
11795,161453,usa,19.0,
11796,164527,usa,18.0,
11797,170155,unknown,40.0,
11798,270731,usa,47.0,
11799,272986,unknown,,
11800,3965,usa,,
11801,24462,spain,1.0,
11802,29539,brazil,39.0,
11803,31355,usa,44.0,
11804,44588,canada,26.0,
11805,45359,usa,,
11806,51165,canada,35.0,
11807,62532,usa,30.0,
11808,86242,usa,24.0,
11809,87964,usa,56.0,
11810,100694,usa,,
11811,114265,usa,,
11812,127389,usa,,
11813,129339,usa,55.0,
11814,166248,usa,,
11815,176966,usa,54.0,
11816,240906,canada,,
11817,264464,canada,37.0,
11818,271241,usa,19.0,
11819,21751,usa,42.0,
11820,266642,usa,,
11821,14014,usa,37.0,
11822,97368,usa,51.0,
11823,20245,usa,,
11824,25287,usa,,
11825,42831,portugal,33.0,
11826,45656,usa,25.0,
11827,91423,usa,45.0,
11828,121719,usa,25.0,
11829,239642,canada,,
11830,249384,canada,28.0,
11831,261185,usa,27.0,
11832,24496,usa,,
11833,68621,usa,52.0,
11834,116032,usa,,
11835,137434,usa,45.0,
11836,231225,usa,,
11837,266054,usa,36.0,
11838,183776,canada,39.0,
11839,230180,usa,33.0,
11840,232611,canada,,
11841,22617,usa,,
11842,54326,usa,62.0,
11843,11205,usa,,
11844,131617,usa,,
11845,172588,unknown,42.0,
11846,174437,germany,,
11847,206097,canada,36.0,
11848,104059,australia,,
11849,156477,usa,,
11850,148559,usa,,
11851,199357,usa,,
11852,71522,usa,37.0,
11853,93615,usa,,
11854,192462,usa,,
11855,215304,canada,,
11856,266757,canada,26.0,
11857,266808,usa,,
11858,22409,usa,28.0,
11859,181401,germany,,
11860,96925,canada,,
11861,102210,usa,,
11862,146057,usa,,
11863,150026,usa,25.0,
11864,181856,usa,49.0,
11865,164905,usa,29.0,
11866,53077,usa,45.0,
11867,45042,usa,38.0,
11868,163759,united kingdom,37.0,
11869,67085,canada,,
11870,8201,usa,37.0,
11871,27169,usa,,
11872,58133,usa,25.0,
11873,69593,usa,44.0,
11874,6865,usa,40.0,
11875,46293,canada,38.0,
11876,61845,usa,,
11877,212984,united kingdom,,
11878,215078,usa,,
11879,184729,usa,23.0,
11880,45230,usa,36.0,
11881,121920,usa,,
11882,209845,usa,64.0,
11883,16185,usa,21.0,
11884,36199,usa,,
11885,108153,france,53.0,
11886,119229,usa,,
11887,236728,usa,,
11888,258906,usa,,
11889,85999,usa,,
11890,131202,usa,22.0,
11891,143771,usa,37.0,
11892,6968,usa,28.0,
11893,64220,usa,,
11894,226522,usa,,
11895,239374,usa,,
11896,70164,usa,30.0,
11897,111438,usa,,
11898,202532,usa,,
11899,9974,usa,,
11900,2019,portugal,29.0,
11901,13331,usa,58.0,
11902,17453,usa,,
11903,37536,usa,47.0,
11904,66912,united kingdom,75.0,
11905,69658,usa,39.0,
11906,71285,spain,28.0,
11907,79854,united kingdom,29.0,
11908,81927,usa,17.0,
11909,93405,usa,31.0,
11910,132978,usa,18.0,
11911,168035,usa,35.0,
11912,173216,canada,,
11913,191724,canada,41.0,
11914,215388,usa,,
11915,234544,usa,,
11916,236247,canada,28.0,
11917,16510,usa,28.0,
11918,55097,usa,,
11919,111933,usa,49.0,
11920,243785,chile,31.0,
11921,27538,canada,24.0,
11922,46452,usa,,
11923,56719,usa,,
11924,70543,usa,25.0,
11925,96103,usa,41.0,
11926,110795,canada,,
11927,134118,usa,,
11928,213707,canada,30.0,
11929,228442,canada,,
11930,278325,usa,59.0,
11931,17634,canada,28.0,
11932,20622,canada,,
11933,21076,usa,,
11934,31021,canada,57.0,
11935,31249,usa,,
11936,32239,canada,,
11937,33366,usa,,
11938,34561,canada,,
11939,35018,usa,,
11940,35189,canada,36.0,
11941,35963,usa,76.0,
11942,36106,canada,,
11943,38904,usa,43.0,
11944,39928,canada,,
11945,43206,usa,24.0,
11946,46600,usa,,
11947,55973,usa,,
11948,65680,unknown,,
11949,67003,usa,52.0,
11950,68574,usa,,
11951,69919,usa,,
11952,71179,australia,59.0,
11953,71767,usa,,
11954,80844,ecuador,31.0,
11955,95394,canada,27.0,
11956,97443,canada,18.0,
11957,101175,usa,,
11958,103412,canada,30.0,
11959,105503,usa,,
11960,139230,usa,35.0,
11961,148739,usa,,
11962,152307,usa,26.0,
11963,157677,italy,,
11964,169659,canada,21.0,
11965,177731,usa,27.0,
11966,181833,netherlands,27.0,
11967,182475,usa,,
11968,192350,canada,28.0,
11969,196129,usa,26.0,
11970,212344,usa,31.0,
11971,218221,malaysia,18.0,
11972,233242,canada,,
11973,234147,canada,39.0,
11974,240213,malaysia,24.0,
11975,241051,canada,,
11976,249688,usa,,
11977,257219,canada,,
11978,267529,usa,,
11979,28953,usa,,
11980,31564,canada,,
11981,36542,canada,30.0,
11982,67716,united kingdom,32.0,
11983,79873,usa,,
11984,138418,usa,41.0,
11985,156691,usa,,
11986,168177,usa,25.0,
11987,200009,unknown,30.0,
11988,219913,saudi arabia,46.0,
11989,227870,usa,,
11990,249559,usa,60.0,
11991,45107,usa,,
11992,55955,china,38.0,
11993,58151,usa,2.0,
11994,63911,usa,57.0,
11995,73385,malta,23.0,
11996,137799,usa,,
11997,145621,usa,28.0,
11998,150863,usa,28.0,
11999,158374,usa,43.0,
12000,203315,canada,,
12001,222492,usa,,
12002,228455,usa,76.0,
12003,259265,usa,,
12004,262402,new zealand,35.0,
12005,275318,usa,49.0,
12006,151841,usa,,
12007,212591,usa,,
12008,254539,australia,26.0,
12009,26782,unknown,54.0,
12010,34227,usa,46.0,
12011,94952,canada,58.0,
12012,125917,usa,33.0,
12013,145439,unknown,,
12014,277954,usa,30.0,
12015,226739,usa,30.0,
12016,196225,usa,70.0,
12017,248597,canada,,
12018,93968,canada,,
12019,73479,usa,16.0,
12020,36709,canada,24.0,
12021,130398,usa,,
12022,203742,mexico,64.0,
12023,221844,usa,,
12024,38935,canada,,
12025,41751,usa,45.0,
12026,160511,usa,26.0,
12027,226554,canada,,
12028,278257,usa,41.0,
12029,154330,unknown,38.0,
12030,155383,usa,21.0,
12031,211264,usa,38.0,
12032,142005,usa,46.0,
12033,149403,usa,45.0,
12034,267328,usa,,
12035,25078,usa,79.0,
12036,123173,usa,34.0,
12037,249210,usa,45.0,
12038,196672,usa,28.0,
12039,209313,unknown,20.0,
12040,268492,usa,35.0,
12041,149909,malaysia,22.0,
12042,236255,usa,50.0,
12043,269261,usa,43.0,
12044,64103,canada,,
12045,175312,canada,16.0,
12046,201654,usa,24.0,
12047,249480,usa,31.0,
12048,61285,canada,22.0,
12049,27888,usa,,
12050,138382,usa,,
12051,18995,usa,,
12052,51777,usa,,
12053,267767,usa,13.0,
12054,278361,canada,28.0,
12055,27891,usa,27.0,
12056,76521,usa,45.0,
12057,113926,canada,,
12058,119650,usa,29.0,
12059,128206,usa,,
12060,143911,usa,63.0,
12061,152412,unknown,,
12062,164036,singapore,15.0,
12063,227452,usa,45.0,
12064,239310,usa,,
12065,268343,usa,51.0,
12066,274400,usa,41.0,
12067,52667,usa,,
12068,61896,usa,,
12069,84733,usa,,
12070,109963,usa,,
12071,139380,usa,,
12072,147413,usa,,
12073,172493,usa,,
12074,56579,usa,49.0,
12075,168275,usa,21.0,
12076,14180,usa,,
12077,87688,usa,35.0,
12078,210261,usa,,
12079,220314,usa,39.0,
12080,23847,usa,36.0,
12081,33656,usa,53.0,
12082,59197,unknown,,
12083,81564,usa,,
12084,83363,usa,34.0,
12085,130502,usa,,
12086,102416,usa,19.0,
12087,23643,usa,54.0,
12088,115231,unknown,49.0,
12089,143400,unknown,,
12090,149268,usa,,
12091,190965,usa,47.0,
12092,200508,usa,,
12093,277945,usa,,
12094,9717,usa,16.0,
12095,53664,canada,,
12096,134029,usa,46.0,
12097,145752,usa,,
12098,152770,usa,,
12099,205765,usa,27.0,
12100,235688,canada,35.0,
12101,277650,usa,34.0,
12102,278522,usa,,
12103,19858,canada,54.0,
12104,37133,usa,,
12105,38437,unknown,,
12106,78346,usa,,
12107,91627,canada,,
12108,97319,canada,69.0,
12109,118467,usa,,
12110,131191,usa,23.0,
12111,161583,usa,,
12112,162596,usa,30.0,
12113,204719,usa,,
12114,229041,usa,,
12115,237381,canada,,
12116,258795,canada,27.0,
12117,64726,france,27.0,
12118,37975,usa,,
12119,87954,usa,31.0,
12120,109009,usa,,
12121,162219,canada,42.0,
12122,187239,usa,,
12123,44404,usa,,
12124,124996,usa,,
12125,94357,usa,,
12126,31742,usa,,
12127,56715,usa,,
12128,60079,usa,49.0,
12129,107394,usa,,
12130,5209,usa,48.0,
12131,35739,germany,45.0,
12132,277698,usa,,
12133,91,unknown,,
12134,280,usa,,
12135,10134,usa,19.0,
12136,11507,canada,,
12137,12966,singapore,28.0,
12138,19127,usa,,
12139,19132,usa,17.0,
12140,20605,usa,,
12141,27349,usa,,
12142,32179,canada,35.0,
12143,41360,usa,20.0,
12144,46341,canada,13.0,
12145,46862,usa,,
12146,47377,usa,32.0,
12147,50805,usa,,
12148,57765,usa,,
12149,59208,usa,43.0,
12150,62172,canada,19.0,
12151,64111,usa,23.0,
12152,68373,usa,20.0,
12153,69661,usa,54.0,
12154,72244,usa,34.0,
12155,74892,canada,18.0,
12156,75322,canada,,
12157,76825,usa,24.0,
12158,77459,usa,,
12159,77906,usa,,
12160,83279,usa,,
12161,83587,usa,16.0,
12162,84289,usa,22.0,
12163,86290,usa,17.0,
12164,90727,usa,,
12165,98344,usa,,
12166,101046,usa,19.0,
12167,102262,usa,19.0,
12168,104425,turkey,28.0,
12169,108394,usa,17.0,
12170,113880,usa,,
12171,117073,usa,19.0,
12172,120552,usa,,
12173,127317,usa,,
12174,128993,usa,30.0,
12175,134937,usa,,
12176,135418,usa,30.0,
12177,137497,usa,44.0,
12178,152357,switzerland,20.0,
12179,153818,malaysia,26.0,
12180,163930,usa,,
12181,165176,canada,16.0,
12182,173494,usa,19.0,
12183,174434,usa,18.0,
12184,174503,canada,20.0,
12185,177346,usa,35.0,
12186,180958,italy,34.0,
12187,185111,slovenia,20.0,
12188,185140,malaysia,29.0,
12189,185302,spain,33.0,
12190,185339,usa,24.0,
12191,189939,usa,,
12192,192083,usa,34.0,
12193,195901,usa,,
12194,196133,germany,,
12195,199356,usa,,
12196,202417,usa,21.0,
12197,205512,canada,,
12198,206389,usa,26.0,
12199,208450,usa,17.0,
12200,208886,usa,24.0,
12201,209882,usa,18.0,
12202,212497,usa,44.0,
12203,213222,usa,,
12204,215413,usa,,
12205,221724,usa,,
12206,223364,usa,18.0,
12207,225730,usa,19.0,
12208,227768,usa,33.0,
12209,228065,usa,,
12210,232195,usa,23.0,
12211,239502,usa,19.0,
12212,240177,canada,,
12213,241527,usa,,
12214,249578,usa,32.0,
12215,250503,usa,22.0,
12216,255045,usa,40.0,
12217,263310,canada,18.0,
12218,266024,usa,,
12219,271800,spain,43.0,
12220,274932,canada,,
12221,275184,usa,57.0,
12222,276167,usa,19.0,
12223,276372,usa,,
12224,18095,usa,30.0,
12225,62586,usa,46.0,
12226,84639,usa,23.0,
12227,116743,usa,,
12228,237429,usa,46.0,
12229,199951,germany,27.0,
12230,263889,netherlands,,
12231,30657,usa,,
12232,190729,usa,,
12233,259745,canada,,
12234,64803,usa,67.0,
12235,65200,usa,,
12236,244106,usa,55.0,
12237,24846,usa,56.0,
12238,31375,usa,,
12239,83043,usa,,
12240,136291,usa,23.0,
12241,187034,slovenia,,
12242,214865,usa,,
12243,222501,usa,30.0,
12244,34657,usa,70.0,
12245,184389,usa,31.0,
12246,223461,usa,38.0,
12247,246375,usa,34.0,
12248,246980,usa,30.0,
12249,20149,usa,53.0,
12250,65597,usa,70.0,
12251,76965,usa,52.0,
12252,159044,usa,44.0,
12253,174946,usa,,
12254,178544,usa,66.0,
12255,41942,usa,45.0,
12256,54013,usa,53.0,
12257,185006,usa,50.0,
12258,212798,usa,39.0,
12259,223872,usa,37.0,
12260,155071,usa,,
12261,174195,canada,26.0,
12262,93832,usa,67.0,
12263,114627,usa,65.0,
12264,178578,usa,33.0,
12265,180832,usa,49.0,
12266,228678,usa,49.0,
12267,251069,usa,14.0,
12268,211212,usa,,
12269,88879,usa,45.0,
12270,31624,usa,,
12271,45215,unknown,,
12272,96108,unknown,29.0,
12273,8370,usa,33.0,
12274,38317,usa,35.0,
12275,129801,usa,35.0,
12276,130710,usa,2.0,
12277,143965,usa,31.0,
12278,205804,usa,19.0,
12279,207366,usa,,
12280,228641,usa,57.0,
12281,248580,usa,18.0,
12282,248775,usa,27.0,
12283,265883,usa,38.0,
12284,272975,usa,32.0,
12285,5555,france,,
12286,52832,usa,,
12287,85653,usa,53.0,
12288,102430,usa,37.0,
12289,117041,usa,,
12290,174633,usa,31.0,
12291,202547,usa,21.0,
12292,212847,usa,,
12293,218421,canada,32.0,
12294,232103,usa,30.0,
12295,241214,unknown,,
12296,252627,usa,,
12297,232538,usa,,
12298,82879,usa,,
12299,11137,usa,,
12300,28782,usa,34.0,
12301,95303,usa,27.0,
12302,118910,unknown,31.0,
12303,10830,usa,21.0,
12304,252642,canada,27.0,
12305,258278,usa,31.0,
12306,61545,australia,48.0,
12307,5746,usa,,
12308,140578,usa,,
12309,213953,canada,68.0,
12310,257044,usa,50.0,
12311,58792,usa,,
12312,86134,usa,,
12313,91283,usa,58.0,
12314,93909,usa,57.0,
12315,131767,usa,40.0,
12316,180314,usa,47.0,
12317,190062,usa,73.0,
12318,209062,usa,45.0,
12319,212109,usa,56.0,
12320,232154,unknown,,
12321,252573,unknown,,
12322,244314,usa,41.0,
12323,107087,usa,43.0,
12324,22991,germany,42.0,
12325,277728,canada,,
12326,66556,usa,23.0,
12327,99077,usa,,
12328,127505,usa,41.0,
12329,132154,usa,38.0,
12330,255728,usa,19.0,
12331,277737,usa,50.0,
12332,94311,usa,,
12333,204192,usa,29.0,
12334,26939,canada,33.0,
12335,183566,usa,,
12336,204943,usa,,
12337,40563,usa,,
12338,225718,usa,,
12339,29615,unknown,,
12340,43576,usa,56.0,
12341,47317,usa,,
12342,77306,canada,,
12343,104779,usa,32.0,
12344,110869,canada,,
12345,128579,unknown,,
12346,131555,usa,,
12347,143799,usa,15.0,
12348,145997,usa,43.0,
12349,160714,usa,46.0,
12350,163539,usa,59.0,
12351,163708,usa,65.0,
12352,164076,unknown,,
12353,168004,usa,55.0,
12354,169105,usa,44.0,
12355,173930,usa,,
12356,205620,usa,21.0,
12357,245475,canada,,
12358,252159,usa,,
12359,203455,usa,36.0,
12360,116836,usa,,
12361,145350,usa,38.0,
12362,190497,usa,,
12363,58790,usa,56.0,
12364,74051,usa,39.0,
12365,112188,unknown,36.0,
12366,141909,usa,54.0,
12367,171570,usa,,
12368,190097,usa,35.0,
12369,242500,usa,,
12370,251152,usa,32.0,
12371,270242,usa,68.0,
12372,25359,usa,38.0,
12373,89870,usa,,
12374,129134,usa,26.0,
12375,198877,usa,31.0,
12376,213132,usa,24.0,
12377,231870,usa,22.0,
12378,264863,canada,33.0,
12379,146081,usa,40.0,
12380,147534,usa,,
12381,201740,usa,41.0,
12382,276177,usa,53.0,
12383,261973,usa,35.0,
12384,18679,united kingdom,30.0,
12385,31431,usa,,
12386,42935,canada,31.0,
12387,220469,canada,27.0,
12388,18997,usa,59.0,
12389,146117,usa,44.0,
12390,221099,canada,,
12391,221967,usa,,
12392,232422,usa,40.0,
12393,277765,usa,18.0,
12394,277808,usa,16.0,
12395,3166,usa,15.0,
12396,9952,usa,22.0,
12397,19541,usa,,
12398,23556,usa,,
12399,27198,usa,,
12400,27448,canada,,
12401,42124,usa,,
12402,51347,canada,27.0,
12403,51582,usa,18.0,
12404,53298,unknown,,
12405,75177,usa,,
12406,82220,usa,,
12407,85458,usa,38.0,
12408,101588,usa,,
12409,102361,usa,43.0,
12410,123484,usa,,
12411,130482,unknown,54.0,
12412,131284,usa,23.0,
12413,137349,usa,22.0,
12414,137781,usa,32.0,
12415,144837,usa,0.0,
12416,148904,usa,18.0,
12417,151412,usa,36.0,
12418,158344,germany,36.0,
12419,169505,usa,16.0,
12420,171817,usa,,
12421,172245,usa,28.0,
12422,177262,usa,25.0,
12423,197375,usa,,
12424,211674,usa,,
12425,219530,usa,19.0,
12426,228321,usa,22.0,
12427,233622,usa,20.0,
12428,238276,usa,,
12429,240654,usa,,
12430,241087,usa,27.0,
12431,249140,malaysia,46.0,
12432,273872,usa,21.0,
12433,59885,usa,31.0,
12434,102130,usa,39.0,
12435,110410,usa,,
12436,182829,usa,,
12437,25410,usa,,
12438,138351,usa,31.0,
12439,181532,usa,,
12440,223055,usa,,
12441,234576,usa,25.0,
12442,235589,usa,39.0,
12443,270426,usa,23.0,
12444,277778,usa,17.0,
12445,278663,usa,,
12446,3133,usa,34.0,
12447,33049,usa,,
12448,46329,usa,33.0,
12449,69068,usa,57.0,
12450,78935,canada,,
12451,86716,usa,31.0,
12452,95147,usa,25.0,
12453,95204,usa,,
12454,113417,usa,49.0,
12455,121701,usa,24.0,
12456,143938,usa,,
12457,148099,usa,32.0,
12458,159144,usa,38.0,
12459,179054,usa,,
12460,193237,usa,41.0,
12461,193859,usa,,
12462,205774,canada,,
12463,213461,usa,7.0,
12464,217995,usa,25.0,
12465,222348,usa,,
12466,222412,usa,37.0,
12467,228473,usa,16.0,
12468,232333,usa,,
12469,233436,usa,,
12470,237659,usa,,
12471,247860,usa,28.0,
12472,272576,usa,17.0,
12473,163071,usa,34.0,
12474,230262,usa,41.0,
12475,259312,usa,,
12476,103636,usa,,
12477,148754,usa,15.0,
12478,272516,usa,,
12479,81460,usa,10.0,
12480,183091,usa,29.0,
12481,269578,usa,17.0,
12482,88574,usa,,
12483,127135,usa,76.0,
12484,211174,usa,52.0,
12485,277794,canada,,
12486,11325,usa,23.0,
12487,19145,usa,,
12488,29997,canada,,
12489,57910,usa,15.0,
12490,88096,canada,16.0,
12491,89472,usa,16.0,
12492,162386,usa,19.0,
12493,193641,usa,15.0,
12494,203281,usa,18.0,
12495,21575,usa,14.0,
12496,277797,usa,17.0,
12497,137928,usa,13.0,
12498,47250,usa,,
12499,205764,usa,14.0,
12500,277801,usa,17.0,
12501,192002,usa,14.0,
12502,23650,usa,19.0,
12503,104588,usa,16.0,
12504,110771,usa,,
12505,55086,germany,28.0,
12506,162899,usa,58.0,
12507,180522,usa,24.0,
12508,240759,canada,,
12509,6217,usa,,
12510,17068,australia,50.0,
12511,20642,canada,,
12512,36708,usa,23.0,
12513,38173,usa,,
12514,40417,unknown,,
12515,51001,usa,59.0,
12516,54507,usa,,
12517,85161,canada,24.0,
12518,85962,canada,20.0,
12519,97268,usa,,
12520,107663,usa,,
12521,113624,usa,,
12522,114942,united kingdom,,
12523,117115,unknown,28.0,
12524,119759,usa,,
12525,121352,usa,25.0,
12526,122960,usa,25.0,
12527,129233,usa,2.0,
12528,146106,usa,,
12529,146888,usa,35.0,
12530,150576,usa,,
12531,157555,usa,,
12532,164901,canada,38.0,
12533,165879,usa,26.0,
12534,170985,usa,,
12535,178526,usa,41.0,
12536,180871,usa,,
12537,203014,canada,,
12538,212941,usa,25.0,
12539,216001,usa,,
12540,218519,usa,30.0,
12541,220788,usa,21.0,
12542,227013,usa,,
12543,228883,usa,,
12544,250919,usa,59.0,
12545,20029,usa,16.0,
12546,96142,usa,,
12547,153249,usa,26.0,
12548,267602,usa,,
12549,136965,usa,48.0,
12550,178597,usa,,
12551,261940,unknown,,
12552,277835,usa,16.0,
12553,102695,usa,,
12554,250151,canada,,
12555,8971,germany,27.0,
12556,141235,usa,28.0,
12557,209633,usa,30.0,
12558,233745,australia,27.0,
12559,173769,singapore,17.0,
12560,182088,austria,21.0,
12561,64784,usa,,
12562,154872,canada,40.0,
12563,190134,usa,,
12564,242317,usa,30.0,
12565,273061,usa,27.0,
12566,189789,usa,1.0,
12567,90358,usa,20.0,
12568,165406,usa,,
12569,177017,usa,30.0,
12570,230687,usa,47.0,
12571,9574,usa,33.0,
12572,68227,usa,,
12573,129444,usa,30.0,
12574,159004,usa,35.0,
12575,263357,usa,,
12576,274319,usa,30.0,
12577,207450,usa,,
12578,277879,canada,40.0,
12579,112109,canada,33.0,
12580,68240,usa,64.0,
12581,168106,unknown,,
12582,2354,canada,,
12583,81459,usa,,
12584,91719,usa,,
12585,30495,usa,19.0,
12586,36121,usa,24.0,
12587,54199,usa,53.0,
12588,71897,usa,,
12589,77710,usa,,
12590,87156,unknown,16.0,
12591,95043,usa,38.0,
12592,147851,usa,22.0,
12593,169054,usa,,
12594,193017,usa,39.0,
12595,202783,usa,,
12596,250987,usa,30.0,
12597,251751,canada,,
12598,265004,usa,40.0,
12599,8290,usa,,
12600,11169,canada,27.0,
12601,18028,usa,,
12602,32530,usa,36.0,
12603,39464,unknown,,
12604,44892,canada,,
12605,51364,canada,40.0,
12606,64155,canada,43.0,
12607,73532,usa,34.0,
12608,100294,usa,,
12609,105360,usa,28.0,
12610,128753,usa,,
12611,129113,unknown,35.0,
12612,135688,usa,,
12613,147734,usa,,
12614,158525,canada,,
12615,167176,usa,,
12616,191079,usa,,
12617,196653,usa,,
12618,202213,usa,,
12619,238966,usa,,
12620,255161,united kingdom,25.0,
12621,259856,usa,,
12622,262679,usa,,
12623,267596,usa,46.0,
12624,272233,usa,,
12625,274772,usa,19.0,
12626,16492,usa,43.0,
12627,89761,italy,54.0,
12628,106988,usa,52.0,
12629,208674,usa,66.0,
12630,223066,canada,51.0,
12631,6415,usa,,
12632,113689,unknown,,
12633,131372,unknown,,
12634,171107,usa,,
12635,172825,usa,,
12636,195394,usa,,
12637,234021,unknown,,
12638,246483,usa,,
12639,14151,usa,53.0,
12640,20456,usa,29.0,
12641,26540,usa,,
12642,28495,usa,,
12643,43878,usa,34.0,
12644,55119,usa,39.0,
12645,71075,usa,26.0,
12646,94213,usa,80.0,
12647,134478,usa,25.0,
12648,155982,usa,19.0,
12649,168999,usa,28.0,
12650,190997,united kingdom,,
12651,192739,usa,34.0,
12652,197760,usa,55.0,
12653,204255,usa,18.0,
12654,216057,canada,,
12655,217971,usa,,
12656,243781,usa,,
12657,251009,unknown,,
12658,254106,usa,,
12659,253352,usa,,
12660,30078,usa,,
12661,202025,usa,38.0,
12662,82001,usa,,
12663,123514,usa,34.0,
12664,277938,usa,63.0,
12665,595,usa,17.0,
12666,3669,usa,34.0,
12667,12930,usa,,
12668,18439,usa,38.0,
12669,26151,germany,,
12670,36771,usa,61.0,
12671,39664,canada,48.0,
12672,40644,usa,34.0,
12673,42257,usa,40.0,
12674,42923,unknown,17.0,
12675,43754,canada,,
12676,44539,usa,58.0,
12677,74500,usa,34.0,
12678,75695,usa,36.0,
12679,88330,usa,,
12680,91097,usa,52.0,
12681,100865,usa,19.0,
12682,130063,usa,35.0,
12683,135946,usa,36.0,
12684,135957,usa,26.0,
12685,167482,usa,,
12686,176367,usa,,
12687,178069,usa,61.0,
12688,207340,usa,47.0,
12689,210926,canada,,
12690,214205,usa,,
12691,218714,canada,26.0,
12692,224226,usa,,
12693,231510,usa,58.0,
12694,239161,mexico,,
12695,239437,brazil,28.0,
12696,273640,usa,33.0,
12697,275050,usa,,
12698,81699,usa,,
12699,144403,usa,,
12700,160939,canada,25.0,
12701,224672,usa,29.0,
12702,88081,usa,,
12703,153235,usa,,
12704,193335,usa,,
12705,26624,usa,,
12706,32154,usa,38.0,
12707,42274,usa,26.0,
12708,57023,usa,35.0,
12709,57072,usa,56.0,
12710,95207,usa,25.0,
12711,102335,usa,29.0,
12712,123067,usa,,
12713,154913,unknown,31.0,
12714,157527,usa,52.0,
12715,159007,usa,49.0,
12716,176257,usa,44.0,
12717,183816,usa,,
12718,184223,usa,,
12719,218970,unknown,20.0,
12720,223554,usa,35.0,
12721,236150,unknown,20.0,
12722,7261,unknown,,
12723,126360,usa,21.0,
12724,160653,usa,,
12725,185313,usa,49.0,
12726,231840,canada,40.0,
12727,277911,usa,51.0,
12728,19362,usa,34.0,
12729,43242,usa,,
12730,81415,germany,23.0,
12731,235671,canada,,
12732,277913,usa,52.0,
12733,44932,usa,42.0,
12734,143695,usa,50.0,
12735,170317,portugal,36.0,
12736,196149,united kingdom,29.0,
12737,232281,usa,,
12738,249151,canada,56.0,
12739,274779,usa,,
12740,776,new zealand,23.0,
12741,4541,usa,32.0,
12742,13528,canada,21.0,
12743,77868,usa,50.0,
12744,145003,usa,34.0,
12745,235327,usa,17.0,
12746,251964,luxembourg,25.0,
12747,253210,united kingdom,22.0,
12748,183213,germany,27.0,
12749,228913,unknown,59.0,
12750,245851,usa,31.0,
12751,69982,unknown,,
12752,137138,unknown,,
12753,234722,usa,50.0,
12754,38019,usa,26.0,
12755,52343,usa,,
12756,84721,usa,,
12757,108333,usa,,
12758,136371,usa,25.0,
12759,153475,usa,26.0,
12760,161244,usa,,
12761,165697,usa,30.0,
12762,168985,usa,,
12763,203438,usa,,
12764,227183,united kingdom,57.0,
12765,244418,australia,19.0,
12766,246730,usa,,
12767,271655,usa,15.0,
12768,155231,usa,51.0,
12769,190422,usa,35.0,
12770,244172,usa,57.0,
12771,142973,canada,8.0,
12772,209742,usa,,
12773,43930,usa,,
12774,55773,usa,30.0,
12775,155260,canada,23.0,
12776,191093,usa,,
12777,264793,usa,,
12778,6051,usa,33.0,
12779,200814,switzerland,31.0,
12780,152830,usa,28.0,
12781,167770,usa,19.0,
12782,172454,unknown,,
12783,207113,usa,,
12784,98825,usa,,
12785,155127,usa,,
12786,33006,canada,,
12787,1161,usa,,
12788,3362,usa,,
12789,11179,usa,,
12790,22177,usa,23.0,
12791,46154,usa,34.0,
12792,55448,usa,,
12793,65409,usa,44.0,
12794,100427,usa,64.0,
12795,109516,usa,25.0,
12796,125443,usa,,
12797,130400,usa,19.0,
12798,140478,cuba,16.0,
12799,145247,usa,54.0,
12800,150567,united kingdom,28.0,
12801,157969,usa,30.0,
12802,159525,usa,32.0,
12803,179012,usa,20.0,
12804,184485,usa,30.0,
12805,199633,usa,,
12806,203973,usa,,
12807,207266,usa,54.0,
12808,210097,usa,54.0,
12809,214860,usa,31.0,
12810,220371,usa,18.0,
12811,225043,usa,43.0,
12812,231490,usa,16.0,
12813,245604,usa,43.0,
12814,254042,usa,,
12815,254370,usa,32.0,
12816,272988,usa,36.0,
12817,15268,usa,35.0,
12818,15795,usa,,
12819,41220,canada,32.0,
12820,42520,usa,,
12821,46721,usa,,
12822,53510,united kingdom,23.0,
12823,102571,canada,,
12824,128962,canada,18.0,
12825,129389,unknown,,
12826,145750,usa,18.0,
12827,155810,canada,,
12828,188557,malaysia,25.0,
12829,200747,usa,,
12830,258588,usa,55.0,
12831,260317,canada,31.0,
12832,163912,usa,36.0,
12833,13668,canada,,
12834,187931,usa,,
12835,55631,usa,,
12836,21552,usa,,
12837,255520,usa,,
12838,65512,usa,,
12839,143668,usa,33.0,
12840,177968,usa,,
12841,218279,usa,52.0,
12842,39406,usa,57.0,
12843,131689,usa,31.0,
12844,105313,usa,34.0,
12845,74356,usa,28.0,
